,name,nname,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
0,Luciano Azevedo,,17,9,1,0,"6'3""",161lbs,0,Orthodox,"Jun25,1981",0.76,0.45,1.97,0.27,2.2800000000000002,0.11,0.0,0.0
14,Hunter Azure,,9,2,0,0,"5'8""",145lbs,69,Orthodox,"Mar02,1992",3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3
28,Fiona Muxlow,,6,3,0,0,"5'4""",145lbs,0,,"May13,1977",1.44,0.27,5.45,0.34,0.0,0.0,0.0,0.0
42,Ho Bae Myeon,,13,5,1,0,"5'11""",168lbs,0,Orthodox,--,3.16,0.16,3.16,0.8300000000000001,0.0,0.0,0.0,0.0
56,Elvis Mutapcic,The King,15,6,1,0,"6'0""",185lbs,72,Orthodox,"Jul19,1986",3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0
70,WonBin Ki,The Danger,16,7,0,0,"5'11""",155lbs,73,Orthodox,"Feb11,1991",7.37,0.74,0.21,0.5,0.0,0.0,0.0,0.0
84,Max Mustaki,,6,3,0,0,"6'0""",155lbs,0,Orthodox,"Nov07,1987",8.2,0.5,13.0,0.45,0.0,0.0,0.0,0.0
98,Chelsea Hackett,Hammer,3,1,1,0,"5'4""",125lbs,66,Switch,"Aug16,1998",2.58,0.51,4.85,0.46,0.0,0.0,0.5700000000000001,0.0
112,Adam Lynn,,17,10,0,1,"5'10""",155lbs,0,Orthodox,--,1.47,0.63,6.95,0.1,0.0,0.0,0.5,0.0
126,Issac DeJesus,,12,7,1,1,--,145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Chris Lytle,Lights Out,31,18,5,0,"5'11""",170lbs,68,Orthodox,"Aug18,1974",3.76,0.45,3.03,0.58,0.7000000000000001,0.55,0.55,2.4
154,Landon Quinones,,5,1,1,0,"5'9""",155lbs,0,Southpaw,"Nov21,1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Christian Quinonez,Problema,16,3,0,0,"5'7""",135lbs,70,Orthodox,"Apr26,1996",5.07,0.41000000000000003,5.2,0.6000000000000001,1.0,1.0,1.0,0.0
182,Jose Quinonez,Teco,9,5,0,0,"5'8""",135lbs,69,Southpaw,"Jul28,1990",3.6,0.45,3.0,0.64,2.7,0.47000000000000003,0.42,0.6000000000000001
196,Michel Quinones,El Capo,8,3,0,0,"5'10""",155lbs,73,Orthodox,"Dec22,1984",2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0
210,Josh Quinlan,The Maverick,5,0,0,1,"6'0""",170lbs,72,Orthodox,"Feb06,1993",16.6,0.72,2.55,0.33,0.0,0.0,1.0,0.0
224,Ryan Quinn,,13,7,1,0,"5'8""",145lbs,0,,--,2.31,0.41000000000000003,1.67,0.48,0.0,0.0,0.0,1.9
238,Kyle Reyes,Boom,15,7,0,0,"5'8""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Kenny Robertson,,15,5,0,0,"5'10""",170lbs,74,Orthodox,"Feb14,1984",3.7199999999999998,0.47000000000000003,3.02,0.52,1.37,0.26,0.5700000000000001,0.8
266,Nick Rossborough,Leatherface,26,19,1,0,"6'5""",205lbs,0,,"Nov18,1981",2.8,0.35000000000000003,4.33,0.35000000000000003,0.0,0.0,1.0,0.0
280,Casey Ryan,,7,3,0,0,--,185lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Bas Rutten,El Guapo,28,4,1,0,"6'1""",205lbs,0,Orthodox,"Feb24,1965",5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0
308,Felipe Colares,Cabocao,10,4,0,0,"5'8""",145lbs,69,Orthodox,"Mar31,1994",2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5
322,Marcos Conrado Jr.,,5,1,0,0,"6'2""",220lbs,0,Orthodox,"Mar14,1982",1.6,0.34,9.69,0.35000000000000003,1.8399999999999999,0.14,0.0,0.0
336,Jeremiah Constant,,11,8,0,1,"6'1""",240lbs,0,Orthodox,"Jul19,1974",1.5,0.75,3.25,0.43,0.0,0.0,0.0,7.5
350,Ion Cutelaba,The Hulk,16,7,1,1,"6'1""",205lbs,75,Southpaw,"Dec14,1993",4.8100000000000005,0.42,3.39,0.48,4.75,0.62,0.79,0.0
364,Chris Curtis,Action-Man,29,8,0,0,"5'10""",185lbs,75,Orthodox,"Jul15,1987",7.23,0.65,6.28,0.48,0.0,0.0,1.0,0.0
378,Kurt Pellegrino,Batman,16,7,0,0,"5'8""",155lbs,70,Orthodox,"May07,1979",2.45,0.43,1.94,0.63,2.9,0.54,0.6900000000000001,0.8
392,Gleidson Cutis,Poney,7,4,0,0,"5'9""",155lbs,0,Orthodox,"Feb07,1989",2.99,0.52,8.28,0.59,0.0,0.0,0.0,0.0
406,Alex Perez,,24,6,0,0,"5'6""",125lbs,65,Orthodox,"Mar21,1992",4.62,0.47000000000000003,3.08,0.61,2.92,0.45,0.87,1.3
420,Joe Pyfer,Bodybagz,7,2,0,0,"6'2""",185lbs,75,Orthodox,"Sep17,1996",2.76,0.48,3.68,0.23,3.45,1.0,0.0,0.0
434,CM Punk,,0,1,0,1,"6'1""",170lbs,73,Orthodox,"Oct26,1978",1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0
448,Mike Pyle,Quicksand,27,14,1,0,"6'0""",170lbs,74,Orthodox,"Sep18,1975",2.74,0.45,2.84,0.6000000000000001,1.8,0.35000000000000003,0.7000000000000001,1.5
462,Josh Pulsifer,The Platypus,17,8,0,0,"5'10""",145lbs,0,,"Mar16,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Juan Manuel Puig,Fenix,11,4,0,0,"5'9""",145lbs,0,Orthodox,"Apr23,1989",4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0
490,Jens Pulver,Little Evil,27,19,1,0,"5'7""",145lbs,70,Southpaw,"Dec06,1974",2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.30000000000000004
504,Bubba Pugh,,3,3,0,0,"5'10""",185lbs,0,,--,2.87,0.67,2.6,0.23,4.0,0.5700000000000001,0.8,0.0
518,Juan Puerta,Leadfeather,23,6,0,0,"5'9""",125lbs,71,Southpaw,"Jan20,1988",1.27,0.39,1.27,0.67,1.0,1.0,0.0,0.0
532,Claudio Puelles,El Nino,13,2,0,0,"5'10""",155lbs,72,Southpaw,"Apr21,1996",1.99,0.51,2.89,0.46,2.74,0.38,0.6000000000000001,1.4
546,Lucie Pudilova,,8,6,0,0,"5'8""",135lbs,67,Orthodox,"Jun13,1994",4.15,0.36,4.09,0.52,0.16,0.12,0.61,0.6000000000000001
560,Daniel Puder,,8,0,0,0,"6'3""",235lbs,0,Orthodox,"Oct09,1981",2.77,0.68,1.17,0.38,1.21,0.5,0.81,9.0
574,Cole Province,,6,2,0,1,"5'9""",145lbs,68,Orthodox,"Jan17,1981",1.47,0.44,2.7199999999999998,0.43,2.4,0.5,0.8300000000000001,1.0
588,Joe Proctor,,11,5,0,0,"5'10""",155lbs,72,Orthodox,"Aug10,1985",3.39,0.36,3.93,0.59,0.0,0.0,0.7000000000000001,1.8
602,Hugh Pulley,,6,3,0,0,"6'0""",155lbs,0,,--,4.47,0.63,3.27,0.5700000000000001,4.0,0.66,0.6900000000000001,0.0
616,Jiri Prochazka,,29,3,1,0,"6'3""",205lbs,80,Orthodox,"Oct14,1992",5.77,0.55,5.4,0.4,0.38,1.0,0.68,0.4
630,Brent Primus,,8,0,0,0,"5'10""",155lbs,0,,"Apr12,1985",1.73,0.39,2.27,0.59,5.0,0.38,0.0,2.0
644,Lara Procopio,,7,2,0,0,"5'4""",125lbs,67,Orthodox,"Nov14,1995",5.64,0.58,6.5,0.47000000000000003,3.15,0.47000000000000003,0.5,0.30000000000000004
658,Shane Primm,,5,5,0,0,"6'3""",205lbs,0,Orthodox,"Jul30,1984",0.8300000000000001,0.26,2.25,0.62,1.78,0.2,0.0,0.0
672,Niko Price,The Hybrid,15,5,0,2,"6'0""",170lbs,76,Orthodox,"Sep29,1989",5.16,0.42,5.67,0.47000000000000003,0.79,0.22,0.65,0.8
686,Chris Price,The Exorcist,19,4,0,0,"6'2""",185lbs,0,Southpaw,"Nov09,1982",1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2
700,Dorian Price,,8,5,0,0,"6'3""",170lbs,0,Southpaw,"Aug20,1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,Kyle Prepolec,,12,7,0,0,"5'10""",170lbs,70,Southpaw,"Aug30,1989",3.2,0.34,4.7,0.54,0.0,0.0,0.4,0.0
728,Philip Preece,,10,14,0,0,"5'8""",205lbs,0,Orthodox,--,0.8,0.72,0.7000000000000001,0.63,0.0,0.0,0.0,0.0
742,Carlo Prater,Neo,31,18,1,0,"5'11""",155lbs,72,Switch,"Jun25,1981",2.03,0.47000000000000003,4.07,0.35000000000000003,0.43,0.09,0.5700000000000001,1.7000000000000002
756,Michel Prazeres,Tractor,26,4,0,0,"5'6""",170lbs,67,Orthodox,"Jul25,1981",2.38,0.47000000000000003,2.51,0.5700000000000001,3.94,0.36,0.47000000000000003,0.6000000000000001
770,Ricardo Prasel,Alemao,10,2,0,0,"6'7""",238lbs,78,Orthodox,"Jun02,1990",2.21,0.5700000000000001,7.83,0.37,0.0,0.0,0.0,0.0
784,Trevor Prangley,,34,11,2,0,"6'1""",185lbs,75,Orthodox,"Aug24,1972",2.59,0.6000000000000001,2.02,0.48,3.38,0.55,0.74,1.0
798,Wagner Prado,Caldeirao,12,3,0,1,"6'0""",205lbs,74,Southpaw,"Dec30,1986",1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0
812,Marcin Prachnio,,15,6,0,0,"6'3""",205lbs,74,Orthodox,"Jul14,1988",5.84,0.54,4.15,0.53,0.0,0.0,0.53,0.0
826,Devin Powell,,9,4,0,0,"6'0""",155lbs,73,Orthodox,"Mar01,1988",2.88,0.41000000000000003,3.67,0.51,0.0,0.0,0.0,0.6000000000000001
840,Ihor Potieria,Duelist,19,2,0,0,"6'3""",205lbs,75,Southpaw,"May29,1996",4.89,0.72,5.7,0.32,0.0,0.0,0.0,0.0
854,Dylan Potter,Big Poppa,10,6,0,0,"6'2""",225lbs,77,Switch,"Jan14,1995",3.1,0.48,5.78,0.46,0.0,0.0,0.33,1.1
868,Ruan Potts,Fangzz,11,6,0,0,"6'2""",247lbs,75,Orthodox,"Feb23,1978",0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3
882,Callan Potter,The Rockstar,18,9,0,0,"6'0""",170lbs,72,Orthodox,"Jun09,1984",3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0
896,Parker Porter,,13,7,0,0,"6'0""",265lbs,75,Orthodox,"Apr22,1985",6.49,0.49,6.32,0.52,1.45,0.28,0.5,0.5
910,Felipe Portela,Balboa,9,2,0,0,--,170lbs,0,,"Nov23,1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,Alexander Poppeck,,9,3,0,0,"6'2""",205lbs,0,Orthodox,"Apr06,1992",4.01,0.5700000000000001,9.81,0.33,0.0,0.0,0.0,0.0
938,Grigory Popov,,13,3,0,0,"5'7""",135lbs,68,Switch,"Apr18,1984",3.63,0.37,4.2,0.55,0.0,0.0,0.45,0.0
952,Mike Polchlopek,Mike Barton,1,1,0,0,"6'4""",285lbs,0,Orthodox,"Dec27,1965",2.0,0.38,1.33,0.5700000000000001,0.0,0.0,0.0,0.0
966,Santiago Ponzinibbio,Argentine Dagger,29,6,0,0,"6'0""",170lbs,73,Orthodox,"Sep26,1986",5.0,0.41000000000000003,4.77,0.6000000000000001,0.56,0.31,0.6000000000000001,0.0
980,Brandon Polcare,,1,1,0,0,--,125lbs,0,,--,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0
994,Julia Polastri,The Dragon,8,3,0,0,"5'2""",125lbs,63,Orthodox,"Mar05,1998",4.33,0.49,4.67,0.5700000000000001,0.0,0.0,0.42,0.0
1008,John Polakowski,Buckets of Blood,2,2,0,0,"5'10""",155lbs,0,Orthodox,"Jun21,1981",2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7000000000000001
1022,Igor Pokrajac,The Duke,28,13,0,1,"6'0""",205lbs,74,Orthodox,"Jan02,1979",2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2
1036,Maki Pitolo,Coconut Bombz,13,9,0,0,"5'10""",185lbs,75,Orthodox,"Nov24,1990",4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8
1050,Jamal Pogues,,7,2,0,0,"6'3""",205lbs,77,Orthodox,"Dec01,1995",3.27,0.74,3.07,0.56,7.0,0.63,1.0,0.0
1064,Dustin Poirier,The Diamond,28,7,0,1,"5'9""",155lbs,72,Southpaw,"Jan19,1989",5.61,0.5,4.28,0.53,1.44,0.36,0.64,1.2
1078,Ross Pointon,The Gladiator,6,17,0,0,"5'8""",170lbs,0,Orthodox,"Feb18,1980",2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0
1092,Dmitry Poberezhets,,24,5,1,1,"6'3""",237lbs,0,,"Jun11,1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Gaetano Pirrello,El Tigre,15,7,1,0,"5'7""",135lbs,65,Orthodox,"Apr29,1992",0.99,0.55,2.44,0.42,0.0,0.0,0.30000000000000004,0.0
1120,Luana Pinheiro,,10,1,0,0,"5'2""",115lbs,62,Orthodox,"Nov18,1992",4.49,0.41000000000000003,3.4,0.6000000000000001,4.76,0.77,0.0,0.7000000000000001
1134,Pingyuan Liu,,13,7,0,0,"5'6""",135lbs,72,Orthodox,"Feb13,1993",2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0
1148,Jesus Pinedo,El Mudo,16,5,1,0,"5'10""",155lbs,0,Southpaw,"Jun22,1996",3.23,0.38,4.37,0.52,2.5,1.0,1.0,0.0
1162,Paddy Pimblett,The Baddy,18,3,0,0,"5'10""",155lbs,73,Orthodox,"Jan03,1995",6.07,0.5700000000000001,3.89,0.46,1.82,0.25,0.0,1.8
1176,Daniel Pineda,The Pit,27,14,0,3,"5'7""",145lbs,69,Orthodox,"Aug06,1985",3.35,0.48,2.9699999999999998,0.45,1.42,0.22,0.42,1.6
1190,Domingo Pilarte,Son of Fire,8,3,0,1,"6'0""",135lbs,73,Southpaw,"Jan05,1990",1.31,0.47000000000000003,2.96,0.4,1.2,0.42,0.54,0.8
1204,Sean Pierson,The Punisher,14,6,0,0,"6'0""",170lbs,76,Southpaw,"Mar10,1976",3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4
1218,Joao Pierini,,4,1,0,0,"6'1""",155lbs,0,Switch,"Dec11,1971",0.76,0.14,4.5600000000000005,0.33,0.0,0.0,0.0,0.0
1232,Mike Pierce,,17,7,0,0,"5'8""",170lbs,71,Orthodox,"Sep01,1980",2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2
1246,Nick Piedmont,No Limit,12,7,1,0,"5'10""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,Oskar Piechota,Imadlo,11,3,1,1,"6'0""",185lbs,76,Southpaw,"Jan24,1990",3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5
1274,Jamie Pickett,The Night Wolf,13,7,0,0,"6'2""",185lbs,80,Orthodox,"Aug29,1988",2.89,0.5,3.9699999999999998,0.46,1.57,0.47000000000000003,0.64,0.2
1288,Brad Pickett,One Punch,25,14,0,0,"5'6""",135lbs,68,Orthodox,"Sep24,1978",3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4
1302,Vinc Pichel,From Hell,14,3,0,0,"5'10""",155lbs,72,Orthodox,"Nov23,1982",3.56,0.47000000000000003,2.5,0.58,3.0,0.54,0.23,0.2
1316,Adam Piccolotti,,9,0,0,0,"5'11""",155lbs,0,,"Oct23,1988",4.61,0.5,2.83,0.71,2.96,0.6000000000000001,1.0,3.0
1330,Nick Pica,The Silverback,5,1,0,0,"5'10""",185lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,Kyler Phillips,The Matrix,10,2,0,0,"5'8""",135lbs,72,Orthodox,"Jun12,1995",5.5,0.49,3.43,0.61,3.32,0.5,0.6900000000000001,0.7000000000000001
1358,Aaron Phillips,The Dragon,12,4,0,0,"5'9""",135lbs,71,Southpaw,"Aug05,1989",1.65,0.56,3.44,0.39,0.0,0.0,0.44,0.4
1372,John Phillips,The Welsh Wrecking Machine,22,11,0,1,"5'11""",185lbs,75,Southpaw,"Jun09,1985",1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0
1386,Elizabeth Phillips,,6,6,0,0,"5'6""",135lbs,65,Orthodox,"Aug20,1986",2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2
1400,Dave Phillips,The Rockstar,13,7,0,0,"6'0""",185lbs,0,Orthodox,"Jan12,1980",0.0,0.0,2.0,0.25,0.0,0.0,0.0,10.0
1414,Wayne Phillips,,7,7,0,0,--,185lbs,0,,"Jun17,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,Nam Phan,,21,17,0,0,"5'6""",135lbs,70,Orthodox,"Mar13,1983",4.52,0.37,6.55,0.59,0.18,0.18,0.6000000000000001,0.2
1442,Constantinos Philippou,,13,5,0,1,"5'11""",185lbs,73,Orthodox,"Nov29,1979",2.19,0.35000000000000003,2.73,0.54,0.4,0.42,0.65,0.30000000000000004
1456,Cody Pfister,The Fist,13,6,1,0,"5'10""",155lbs,73,Orthodox,"Jul12,1990",1.4100000000000001,0.25,2.8,0.51,2.8200000000000003,0.30000000000000004,0.0,0.0
1470,Dino Pezao,,1,3,0,0,--,205lbs,0,Orthodox,--,0.66,0.30000000000000004,3.2800000000000002,0.31,0.0,0.0,0.0,0.0
1484,Forrest Petz,The Meat Cleaver,26,10,0,0,"5'9""",170lbs,71,Orthodox,"Sep22,1975",2.27,0.29,2.2,0.5700000000000001,1.3,1.0,0.66,0.0
1498,Peter Petties,The Joker,5,3,0,1,"5'11""",145lbs,72,Southpaw,"Dec20,1990",2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0
1512,Sergio Pettis,,18,5,0,0,"5'6""",125lbs,69,Orthodox,"Aug18,1993",3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4
1526,Anthony Pettis,Showtime,24,10,0,0,"5'10""",155lbs,72,Orthodox,"Jan27,1987",3.05,0.47000000000000003,3.44,0.54,0.61,0.5,0.6000000000000001,1.1
1540,Seth Petruzelli,The Silverback,14,8,0,0,"6'0""",205lbs,76,Orthodox,"Dec03,1979",2.17,0.41000000000000003,2.08,0.55,0.46,0.5,0.47000000000000003,2.3
1554,Armen Petrosyan,Superman,7,1,0,0,"6'3""",185lbs,71,Orthodox,"Nov02,1990",7.5600000000000005,0.55,3.39,0.54,0.0,0.0,0.37,0.0
1568,Vitor Petrino,,6,0,0,0,--,205lbs,0,,"Aug28,1997",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,Andre Petroski,,8,2,0,0,"6'0""",185lbs,73,Switch,"Jun12,1991",4.07,0.61,2.05,0.53,4.1,0.47000000000000003,1.0,4.1
1596,Steven Peterson,Ocho,19,10,0,0,"5'10""",145lbs,70,Orthodox,"May29,1990",5.17,0.41000000000000003,5.97,0.53,1.6099999999999999,0.29,0.64,0.8
1610,Cory Peterson,LA Giant,2,1,0,0,"6'11""",400lbs,0,Orthodox,--,2.17,0.6000000000000001,6.51,0.4,0.0,0.0,0.0,0.0
1624,Tommy Petersen,,2,3,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,Tony Petarra,,2,3,1,0,"5'11""",196lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,Leiticia Pestova,,0,2,0,0,"5'6""",135lbs,0,Orthodox,"Jan15,1984",0.0,0.0,24.62,0.44,0.0,0.0,0.0,0.0
1666,Viktor Pesta,,10,4,0,0,"6'3""",240lbs,77,Orthodox,"Jul15,1990",1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0
1680,Raphael Pessoa,Bebezao,10,2,0,0,"6'3""",262lbs,78,Orthodox,"Mar09,1989",2.16,0.26,3.43,0.42,0.0,0.0,1.0,0.0
1694,Jay Perrin,Savage,10,5,0,0,"5'7""",135lbs,67,Switch,"Jun15,1993",2.83,0.41000000000000003,3.7,0.44,3.0,0.6000000000000001,0.54,0.0
1708,Mike Perry,Platinum,14,8,0,0,"5'10""",170lbs,71,Orthodox,"Sep15,1991",4.32,0.47000000000000003,5.16,0.52,0.81,0.4,0.78,0.2
1722,Hernani Perpetuo,,18,5,0,1,"6'0""",170lbs,0,Orthodox,"May24,1985",2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5
1736,Thiago Perpetuo,Bodao,9,4,1,0,"5'10""",170lbs,0,Orthodox,"Dec14,1987",5.39,0.6900000000000001,3.51,0.51,2.8200000000000003,0.5,0.66,0.0
1750,Anthony Perosh,The Hippo,15,10,0,0,"6'3""",205lbs,75,Orthodox,"Oct05,1972",2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
1764,Jose Perez,,1,0,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,Ailin Perez,Fiona,6,1,0,0,"5'5""",145lbs,0,,"Oct05,1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,Frankie Perez,,10,4,0,0,"5'11""",155lbs,73,Orthodox,"May11,1989",1.6400000000000001,0.41000000000000003,2.17,0.54,1.75,0.41000000000000003,0.5,0.30000000000000004
1806,Markus Perez,Maluko,12,5,0,0,"6'1""",185lbs,73,Orthodox,"Jun22,1988",2.6,0.47000000000000003,3.7199999999999998,0.52,0.81,0.25,0.77,1.0
1820,Alejandro Perez,Turbo,23,9,1,0,"5'6""",135lbs,67,Orthodox,"Sep02,1989",3.45,0.35000000000000003,3.18,0.61,0.54,0.22,0.7000000000000001,0.30000000000000004
1834,Erik Perez,Goyito,17,6,0,0,"5'8""",135lbs,68,Orthodox,"Nov19,1989",3.16,0.4,2.09,0.66,3.16,0.55,0.6900000000000001,0.2
1848,Philip Perez,,7,5,1,2,"5'5""",155lbs,0,Southpaw,--,1.3599999999999999,1.0,0.68,0.66,10.23,1.0,0.0,10.2
1862,Daniel Pereira,Gaucho,9,2,0,0,"5'10""",185lbs,0,,"Dec13,1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,Rolando Perez,,7,5,2,0,"5'8""",135lbs,0,Orthodox,--,4.23,0.36,4.83,0.63,0.0,0.0,1.0,0.0
1890,Alex Pereira,Poatan,6,1,0,0,"6'4""",185lbs,79,Orthodox,"Jul07,1987",6.29,0.6000000000000001,3.36,0.58,0.0,0.0,0.73,0.0
1904,Michel Pereira,Demolidor,28,11,0,2,"6'1""",170lbs,73,Orthodox,"Oct06,1993",5.09,0.54,3.7800000000000002,0.58,1.58,0.55,0.9400000000000001,0.6000000000000001
1918,Viviane Pereira,Sucuri,13,2,0,0,"5'1""",115lbs,63,Orthodox,"Aug28,1993",2.7,0.30000000000000004,4.48,0.58,0.25,1.0,0.28,0.2
1932,Robert Peralta,Problems,18,8,0,1,"5'8""",145lbs,71,Orthodox,"Mar14,1986",3.76,0.44,2.9699999999999998,0.53,0.59,0.66,0.65,0.0
1946,Ray Perales,Relentless,13,22,0,0,"5'10""",170lbs,0,Orthodox,--,0.18,0.25,2.39,0.32,0.0,0.0,0.33,0.0
1960,Godofredo Pepey,,13,6,0,0,"5'7""",145lbs,73,Orthodox,"Jul02,1987",2.32,0.38,3.23,0.47000000000000003,0.37,0.07,0.35000000000000003,1.5
1974,Jerron Peoples,,4,3,0,0,"6'0""",170lbs,0,,"May04,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Justin Pennington,,3,3,0,0,"5'4""",--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Raquel Pennington,Rocky,14,9,0,0,"5'7""",135lbs,67,Orthodox,"Sep05,1988",3.93,0.5,3.2800000000000002,0.62,1.0,0.28,0.63,0.7000000000000001
2016,Nick Penner,The Quiet Assassin,11,3,0,0,"6'4""",205lbs,0,Southpaw,"Mar26,1980",1.25,0.30000000000000004,4.6,0.38,0.0,0.0,0.4,0.0
2030,Jessica Penne,,14,6,0,0,"5'5""",115lbs,67,Orthodox,"Jan30,1983",2.41,0.34,4.34,0.47000000000000003,1.57,0.25,0.4,0.7000000000000001
2044,Cathal Pendred,The Punisher,17,4,1,0,"6'1""",170lbs,75,Orthodox,"Sep02,1987",2.49,0.44,3.01,0.55,2.46,0.23,0.8300000000000001,0.4
2058,Sherman Pendergarst,The Tank,11,18,0,1,"6'1""",235lbs,0,Orthodox,"Aug01,1967",1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0
2072,BJ Penn,The Prodigy,16,14,2,0,"5'9""",155lbs,70,Orthodox,"Dec13,1978",2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5
2086,Drew Pendleton,,5,0,0,0,--,145lbs,0,,"Dec08,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,Matej Penaz,,6,0,0,0,--,185lbs,0,,"Oct14,1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,Luis Pena,Violent Bob Ross,9,3,0,0,"6'3""",155lbs,75,Southpaw,"Jul05,1993",3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2
2128,Yan Pellerin,Wild Thing,11,13,0,0,"5'11""",205lbs,0,Orthodox,--,0.59,0.25,0.89,0.66,4.43,1.0,0.0,0.0
2142,Julianna Pena,The Venezuelan Vixen,12,4,0,0,"5'6""",135lbs,69,Orthodox,"Aug19,1989",3.36,0.49,2.02,0.53,2.43,0.55,0.22,0.9
2156,Willie Peeters,,9,10,1,0,"5'9""",220lbs,0,Orthodox,"Oct26,1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,Filip Pejic,,12,2,2,0,"5'8""",135lbs,0,Orthodox,"Jul21,1992",0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0
2184,Matt Pedro,,3,1,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,Tyson Pedro,,8,3,0,0,"6'3""",205lbs,79,Orthodox,"Sep17,1991",2.89,0.64,2.36,0.51,0.66,0.25,0.52,1.3
2212,Carlo Pedersoli Jr.,Semento,11,3,0,0,"5'11""",170lbs,75,Southpaw,"Jun08,1993",4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0
2226,Andre Pederneiras,,1,1,2,0,"5'8""",155lbs,0,Orthodox,"Mar22,1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,Joe Pearson,The Triangular Strangler,45,30,1,0,"5'10""",145lbs,0,Orthodox,"Mar28,1978",0.59,0.18,3.51,0.33,0.0,0.0,0.0,4.4
2254,Jonathan Pearce,JSP,12,4,0,0,"6'0""",145lbs,71,Switch,"May01,1992",4.98,0.52,4.1,0.48,6.79,0.58,0.6000000000000001,1.3
2268,Ross Pearson,The Real Deal,20,16,0,1,"5'8""",155lbs,69,Orthodox,"Sep26,1984",3.68,0.4,4.09,0.62,0.74,0.35000000000000003,0.75,0.0
2282,Roland Payne,,0,1,0,0,"5'9""",205lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,Sarah Payant,Soulja,1,4,0,0,"5'4""",115lbs,0,,--,0.29,0.16,2.06,0.30000000000000004,0.0,0.0,0.0,0.0
