,name,nname,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
2310,Estevan Payan,El Terrible,16,12,0,1,"5'10""",145lbs,0,Orthodox,"Mar14,1982",4.25,0.42,3.58,0.5700000000000001,0.36,1.0,0.6000000000000001,0.4
2324,Sergei Pavlovich,,15,1,0,0,"6'3""",257lbs,84,Southpaw,"May13,1992",6.08,0.5,4.45,0.46,0.0,0.0,0.66,0.0
2338,Pawel Pawlak,,12,3,0,0,"6'0""",170lbs,73,Orthodox,"Feb08,1989",1.67,0.33,2.22,0.53,1.0,0.37,0.7000000000000001,0.0
2352,Justin Patterson,The Tactician,9,3,0,0,"5'10""",170lbs,0,,"Dec07,1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,Julio Paulino,The Dominican Demon,23,5,0,0,"6'0""",170lbs,0,Orthodox,"Dec04,1975",0.97,0.27,1.87,0.48,0.0,0.0,0.37,0.5
2380,Thomas Paull,Juggernaut,9,3,0,0,--,155lbs,0,,"Oct15,1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,Michael Patt,,12,4,0,0,"6'0""",205lbs,0,Orthodox,--,1.65,0.28,5.53,0.55,0.0,0.0,0.0,0.0
2408,Claude Patrick,The Prince,14,2,0,0,"5'11""",170lbs,75,Orthodox,"Jun14,1980",1.8,0.55,0.89,0.6900000000000001,2.32,0.53,0.84,1.7000000000000002
2422,Alan Patrick,Nuguette,15,4,0,1,"5'11""",155lbs,74,Southpaw,"Jul19,1983",1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.30000000000000004
2436,Russell Patrick,,6,4,0,0,"5'9""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,Jorge Patino,Macaco,38,19,2,2,"5'8""",170lbs,0,Orthodox,"Aug05,1973",1.33,0.30000000000000004,3.14,0.53,0.54,0.25,0.5,0.0
2464,Ramona Pascual,,6,4,0,0,"5'7""",145lbs,66,Southpaw,"Sep23,1988",3.83,0.55,8.73,0.46,2.0,0.19,1.0,0.0
2478,Onassis Parungao,,2,1,0,0,"5'11""",200lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,Jhonoven Pati,The Samoan Savage,6,4,0,0,"6'1""",185lbs,75,Switch,"Aug29,1990",2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0
2506,Preston Parsons,Pressure,10,3,0,0,"5'11""",170lbs,71,Orthodox,"Jul15,1995",5.22,0.63,3.83,0.49,3.19,0.4,1.0,4.0
2520,Willie Parks,Slick,5,2,0,0,"5'10""",185lbs,0,,"Nov04,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,Jordan Parsons,Pretty Boy,11,2,0,0,"5'9""",145lbs,0,,"Aug26,1990",3.29,0.4,2.37,0.6000000000000001,1.54,0.21,0.5,1.0
2548,Michael Parkin,,4,0,0,0,--,265lbs,0,,"Oct02,1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,Jonny Parsons,The Sluggernaut,8,2,0,0,"5'9""",170lbs,69,Orthodox,"Sep06,1991",3.5300000000000002,0.38,5.2,0.55,0.0,0.0,0.5,0.0
2576,Tyra Parker,,4,5,0,0,"5'5""",115lbs,0,Orthodox,--,1.5,0.22,9.0,0.14,0.0,0.0,0.0,0.0
2590,Ryan Parker,,0,1,0,0,"6'3""",235lbs,0,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,Larry Parker,,13,6,1,0,"5'11""",205lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,Norman Parke,Stormin',23,6,1,0,"5'11""",155lbs,70,Southpaw,"Dec22,1986",3.06,0.35000000000000003,2.88,0.64,1.98,0.26,0.77,0.0
2632,HyunSung Park,Peace of Mind,6,0,0,0,"5'7""",125lbs,66,Orthodox,"Nov04,1995",7.37,0.7000000000000001,2.8,0.5700000000000001,3.81,0.25,1.0,0.0
2646,Harvey Park,Fightbot,12,3,0,0,"6'0""",155lbs,70,Orthodox,"Mar22,1986",3.77,0.5,7.21,0.33,0.0,0.0,0.0,0.0
2660,Junyong Park,The Iron Turtle,14,5,0,0,"5'10""",185lbs,73,Orthodox,"Feb27,1991",5.14,0.5,3.93,0.53,2.12,0.55,0.7000000000000001,0.4
2674,Won Sik Park,Parky,11,7,1,1,"5'11""",154lbs,0,Orthodox,--,2.6,0.43,2.2,0.47000000000000003,0.0,0.0,0.0,0.0
2688,Karo Parisyan,The Heat,24,11,0,1,"5'10""",170lbs,72,Orthodox,"Aug28,1982",2.49,0.41000000000000003,2.19,0.58,5.27,0.59,0.59,1.0
2702,Josh Parisian,,15,5,0,0,"6'4""",265lbs,79,Orthodox,"Jun28,1989",4.97,0.52,5.11,0.41000000000000003,1.06,0.30000000000000004,0.42,0.30000000000000004
2716,Ido Pariente,,13,6,0,0,"5'8""",155lbs,0,Orthodox,--,0.0,0.0,2.86,0.45,0.0,0.0,0.0,0.0
2730,Remco Pardoel,Grizzly,9,6,1,2,"6'3""",260lbs,0,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,Bryan Pardoe,Pain Inducer,13,16,0,0,"6'1""",205lbs,0,Orthodox,--,1.11,0.36,4.59,0.45,4.75,0.4,0.33,0.0
2758,Joe Pardo,,4,6,0,0,"6'1""",210lbs,0,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,Kathryn Paprocki,,3,2,0,0,"5'3""",115lbs,63,Orthodox,"Apr28,1993",1.0,0.23,4.27,0.43,0.0,0.0,0.0,0.0
2786,Eduardo Pamplona,,16,4,0,0,"5'11""",170lbs,0,,"Feb20,1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,Jared Papazian,The Jackhammer,20,13,0,1,"5'8""",135lbs,67,Southpaw,"Feb01,1988",3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0
2814,Stephen Palling,Bozo,11,7,1,0,"5'4""",143lbs,0,,"Jan29,1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2828,Alexandre Pantoja,The Cannibal,24,5,0,0,"5'5""",125lbs,67,Orthodox,"Apr16,1990",4.24,0.48,3.34,0.55,1.26,0.38,0.67,1.1
2842,Soa Palelei,The Hulk,22,5,0,0,"6'4""",265lbs,81,Orthodox,"Jul12,1977",2.47,0.5700000000000001,2.68,0.48,2.2,0.47000000000000003,0.66,0.0
2856,Sasha Palatnikov,,6,4,0,0,"6'1""",170lbs,72,Switch,"Mar15,1989",6.69,0.53,5.44,0.52,0.72,1.0,0.7000000000000001,0.0
2870,Tulio Palhares,,2,16,0,0,--,180lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,Rousimar Palhares,Toquinho,19,8,0,0,"5'8""",170lbs,71,Orthodox,"Feb26,1980",1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1
2898,Ricky Palacios,El Gallero,10,1,0,0,"5'6""",145lbs,0,Orthodox,"Jul05,1987",7.73,0.53,3.27,0.59,0.0,0.0,1.0,0.0
2912,Jose Palacios,,3,2,0,0,"5'9""",145lbs,0,Orthodox,--,2.67,0.7000000000000001,1.0,0.79,0.0,0.0,0.5,1.7000000000000002
2926,Bart Palaszewski,Bartimus,36,17,0,0,"5'9""",145lbs,70,Orthodox,"May30,1983",2.67,0.32,3.9699999999999998,0.5700000000000001,0.65,0.31,0.53,0.5
2940,Fredson Paixao,,10,5,0,1,"5'6""",145lbs,66,Orthodox,"May13,1979",1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2
2954,Dinis Paiva Jr.,Sweetbread,13,8,0,0,"5'9""",145lbs,71,Southpaw,"May26,1988",2.6,0.41000000000000003,2.73,0.67,0.0,0.0,0.81,0.0
2968,Raulian Paiva,,21,5,0,0,"5'8""",135lbs,69,Orthodox,"Oct17,1995",4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2
2982,Josh Paiva,,8,2,0,0,"5'6""",125lbs,0,,"Apr05,1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,Dustin Pague,The Disciple,12,11,0,0,"5'9""",135lbs,74,Orthodox,"Aug05,1987",1.65,0.53,2.96,0.41000000000000003,1.03,0.44,0.55,2.6
3010,Gary Padilla,,12,6,0,0,"5'11""",205lbs,0,,"May04,1980",2.2,0.27,2.0,0.76,0.0,0.0,0.5,0.0
3024,Michael Page,Venom,12,0,0,0,"6'2""",170lbs,0,,"Apr07,1987",4.53,0.76,0.45,0.77,3.4,1.0,1.0,0.0
3038,Damacio Page,The Angel of Death,19,10,0,0,"5'6""",135lbs,66,Orthodox,"Sep30,1982",2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9
3052,Fernando Padilla,,13,4,0,0,"6'1""",155lbs,0,,"Dec15,1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,Cyrillo Padilha,,3,3,0,0,"5'11""",155lbs,0,,"Jan23,1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,George Pacurariu,Constantine,10,5,0,0,"5'7""",135lbs,0,,"Jul28,1984",4.69,0.53,2.68,0.63,5.03,1.0,1.0,5.0
3094,Teemu Packalen,Pacu,8,3,0,0,"6'1""",155lbs,75,Orthodox,"May22,1987",2.5700000000000003,0.54,3.91,0.47000000000000003,2.31,0.25,1.0,1.5
3108,Larissa Pacheco,,10,2,0,0,"5'7""",135lbs,0,Orthodox,"Sep07,1994",1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0
3122,Nick Pace,,8,3,0,0,"5'7""",135lbs,68,Orthodox,"Apr17,1987",1.48,0.34,3.14,0.5700000000000001,2.52,0.43,0.54,0.5
3136,Pat Curran,Paddy Mike,22,7,0,0,"5'9""",145lbs,0,,"Aug31,1987",4.7,0.58,4.4,0.63,2.5,0.62,0.66,0.0
3150,Raquel Pa'aluhi,Rocky,6,5,0,0,"5'7""",135lbs,0,,--,1.71,0.56,3.42,0.46,0.0,0.0,0.18,0.0
3164,Kailin Curran,,4,5,0,0,"5'4""",115lbs,65,Orthodox,"Apr11,1991",3.89,0.43,4.75,0.53,2.0,0.5700000000000001,0.61,0.6000000000000001
3178,Santo Curatolo,,6,2,0,0,"5'3""",125lbs,62,Southpaw,"Jan18,1995",1.4,0.39,6.07,0.34,2.0,0.33,1.0,0.0
3192,Larry Cureton,,0,2,0,0,"6'2""",240lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3206,Alton Cunningham,The Bo-Man,4,2,0,0,"6'2""",205lbs,77,Orthodox,"Jun24,1993",3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0
3220,Hugo Cunha,Silverback,6,0,0,0,"6'4""",250lbs,0,,"Feb04,1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,Jeff Curran,Big Frog,36,18,1,0,"5'6""",135lbs,69,Orthodox,"Sep02,1977",1.54,0.31,2.48,0.6000000000000001,0.35000000000000003,0.12,0.35000000000000003,1.2
3248,Luke Cummo,,6,6,0,0,"6'0""",170lbs,74,Orthodox,"Apr27,1980",1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4
3262,Patrick Cummins,Durkin,10,7,0,0,"6'2""",205lbs,76,Orthodox,"Nov16,1980",4.26,0.5,3.35,0.55,4.49,0.41000000000000003,0.28,0.1
3276,Everett Cummings,,12,0,0,0,--,205lbs,0,,--,0.43,0.6000000000000001,4.34,0.45,0.0,0.0,0.0,2.2
3290,Abel Cullum,The Silent Assassin,20,6,0,0,"5'7""",139lbs,0,Orthodox,"Apr21,1987",1.82,0.4,1.23,0.46,4.01,0.52,0.0,2.8
3304,Zak Cummings,,24,7,0,0,"6'0""",185lbs,75,Southpaw,"Aug02,1984",2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7000000000000001
3318,Chris Culley,,20,15,0,0,--,145lbs,0,,"Mar25,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3332,Josh Culibao,Kuya,10,1,1,0,"5'10""",145lbs,73,Orthodox,"May24,1994",3.06,0.44,3.06,0.61,0.0,0.0,0.8200000000000001,0.30000000000000004
3346,Jay Cucciniello,,8,1,0,0,"5'7""",155lbs,0,Orthodox,"Jul23,1986",0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0
3360,Emilio Cuellar,Show Kid,6,1,0,0,--,125lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3374,Aalon Cruz,,8,4,0,0,"6'0""",145lbs,78,Switch,"Sep20,1989",7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0
3388,Marcio Cruz,Pe de Pano,8,3,0,0,"6'4""",232lbs,0,Orthodox,"Apr24,1978",2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6
3402,Jimmy Crute,,12,3,0,0,"6'2""",205lbs,74,Orthodox,"Mar04,1996",4.33,0.56,2.76,0.5,4.87,0.75,0.6000000000000001,2.0
3416,Dominick Cruz,The Dominator,24,3,0,0,"5'8""",135lbs,68,Orthodox,"Mar09,1985",3.8200000000000003,0.33,2.56,0.71,2.88,0.43,0.8300000000000001,0.1
3430,Richard Crunkilton,Cleat,19,4,0,0,"5'7""",155lbs,0,Orthodox,"Nov25,1979",1.72,0.41000000000000003,1.45,0.58,4.08,0.61,0.65,1.3
3444,Allen Crowder,Pretty Boy,10,4,0,1,"6'3""",245lbs,76,Orthodox,"Nov08,1989",2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2
3458,Daron Cruickshank,Detroit Superstar,18,10,0,1,"5'8""",155lbs,72,Switch,"Jun11,1985",2.88,0.38,2.98,0.5700000000000001,2.04,0.41000000000000003,0.6000000000000001,0.2
3472,Jeff Crotty,,1,1,0,0,--,155lbs,0,,--,0.93,0.35000000000000003,3.33,0.54,5.0,0.38,0.0,1.0
3486,Ken Cross,The Boss,11,3,0,0,"6'0""",155lbs,72,Southpaw,"Oct04,1994",2.2,0.5700000000000001,1.4,0.55,1.0,0.12,0.66,0.0
3500,Alexander Crispim,,8,6,0,0,--,145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3514,Alex Crispin,,0,1,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3528,Kevin Croom,Crash,21,15,0,1,"5'11""",135lbs,73,Orthodox,"Jul15,1987",2.65,0.34,3.1,0.41000000000000003,0.48,0.05,0.30000000000000004,0.5
3542,Paul Creighton,,3,1,0,0,"5'6""",155lbs,0,Southpaw,"Jun04,1970",0.72,0.75,4.65,0.30000000000000004,5.37,0.37,0.0,0.0
3556,Alberto Crane,,15,5,0,0,"5'5""",155lbs,0,Orthodox,"Jul14,1976",0.43,0.25,2.61,0.5700000000000001,0.0,0.0,0.5,4.0
3570,Dan Cramer,,11,4,0,0,"6'2""",170lbs,0,Orthodox,"Oct31,1985",0.97,0.30000000000000004,2.1,0.31,0.0,0.0,0.66,0.5
3584,Tim Credeur,,12,4,0,0,"6'3""",185lbs,75,Orthodox,"Jul09,1977",3.59,0.30000000000000004,3.13,0.5700000000000001,0.41000000000000003,1.0,0.5,3.3
3598,Andrew Craig,Highlight,9,4,0,0,"6'1""",170lbs,76,Orthodox,"Jan15,1986",2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0
3612,Jeff Cox,The Grinder,10,7,0,0,"5'10""",155lbs,0,Orthodox,"Aug02,1968",0.56,0.25,1.69,0.33,4.23,0.5,0.8,0.0
3626,Nathan Coy,Soulforce,15,7,0,0,"5'10""",170lbs,69,Southpaw,"Jul24,1978",3.88,0.52,2.4,0.61,3.17,0.47000000000000003,0.5,0.0
3640,Paul Craig,Bearjew,16,4,1,0,"6'3""",205lbs,76,Orthodox,"Nov27,1987",2.51,0.51,2.49,0.48,2.13,0.26,0.5,2.0
3654,Hailey Cowan,All Hail,6,2,0,0,--,135lbs,0,,"Feb12,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3668,Nikk Covert,The Brick,3,4,0,0,"5'8""",185lbs,0,,"Aug04,1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3682,Ryan Couture,,11,5,0,0,"5'10""",155lbs,73,Orthodox,"Aug27,1982",3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3
3696,Colby Covington,Chaos,17,3,0,0,"5'11""",170lbs,72,Orthodox,"Feb22,1988",4.1,0.39,3.05,0.55,4.05,0.45,0.72,0.2
3710,Kim Couture,Sugar Free,3,8,0,0,"5'8""",135lbs,0,Orthodox,"Dec18,1975",12.12,0.8,2.31,0.6900000000000001,0.0,0.0,0.0,0.0
3724,Dave Courchaine,,20,7,0,0,"5'8""",170lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3738,Rashad Coulter,Daywalker,9,4,0,0,"5'11""",205lbs,76,Orthodox,"Nov27,1981",4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0
3752,JR Coughran,Bam Bam,4,1,0,0,"5'6""",145lbs,0,Orthodox,"May17,1994",12.29,0.5700000000000001,6.8,0.45,0.0,0.0,0.75,0.0
3766,Randy Couture,The Natural,19,11,0,0,"6'1""",205lbs,75,Orthodox,"Jun22,1963",2.85,0.5700000000000001,1.53,0.59,2.7800000000000002,0.46,0.58,0.5
3780,JC Cottrell,,17,5,0,0,"5'9""",155lbs,0,Orthodox,"Nov04,1989",0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0
3794,Oscar Cota,Elevation,11,3,0,1,"6'0""",230lbs,72,Orthodox,"Oct15,1984",0.33,0.41000000000000003,2.47,0.41000000000000003,0.0,0.0,0.6000000000000001,1.0
3808,Alessandro Costa,Nono,9,2,0,0,--,125lbs,0,,"Jan28,1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3822,Patrick Cote,The Predator,23,11,0,0,"5'11""",170lbs,75,Orthodox,"Feb29,1980",2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2
3836,Randy Costa,The Zohan,6,3,0,0,"5'9""",135lbs,73,Switch,"Jul06,1994",6.73,0.46,7.59,0.58,0.0,0.0,1.0,0.0
3850,Paulo Costa,The Eraser,13,2,0,0,"6'1""",185lbs,72,Orthodox,"Apr21,1991",6.85,0.59,7.02,0.48,0.21,0.5,0.8,0.0
3864,Guilherme Costa,The Prodigy,7,1,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3878,Jadson Costa,,22,8,0,1,"5'7""",155lbs,0,Orthodox,--,0.2,0.5,3.05,0.5,0.0,0.0,0.0,0.0
3892,Orion Cosce,Galaxy,7,1,0,0,"5'11""",170lbs,71,Switch,"Jul15,1994",3.7,0.55,3.12,0.52,1.87,0.42,0.7000000000000001,0.0
3906,Miguel Cosio,,1,13,0,0,"6'4""",205lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3920,Louis Cosce,,7,1,0,0,"5'9""",170lbs,71,Orthodox,"Aug27,1995",8.22,0.48,9.3,0.48,1.07,0.11,0.0,0.0
3934,Chad Corvin,The Brave Warrior,5,0,0,0,"6'5""",255lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3948,Reyes Cortez,JR,5,2,0,0,"5'7""",135lbs,68,Orthodox,"Jul31,1992",3.13,0.39,5.2,0.59,2.0,0.2,0.0,0.0
3962,Waldo Cortes-Acosta,,6,0,0,0,--,265lbs,0,,"Oct03,1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,Tracy Cortez,,10,1,0,0,"5'5""",125lbs,65,Orthodox,"Dec10,1993",3.56,0.54,2.32,0.59,2.8,0.48,0.71,0.4
3990,Wesley Correira,Cabbage,20,16,0,0,"6'3""",260lbs,0,Orthodox,"Nov11,1978",2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0
4004,Henry Corrales,,13,3,0,0,"5'9""",145lbs,0,,--,4.12,0.41000000000000003,5.84,0.55,0.0,0.0,0.6900000000000001,0.0
4018,Bethe Correia,Pitbull,11,6,1,0,"5'5""",135lbs,64,Orthodox,"Jun22,1983",4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0
4032,Muhsin Corbbrey,,17,9,0,0,"5'10""",155lbs,0,Orthodox,"May18,1978",2.02,0.34,5.41,0.53,0.0,0.0,0.8,0.4
4046,Clint Coronel,,2,5,0,0,--,155lbs,0,,--,4.93,0.32,5.6,0.66,0.0,0.0,0.66,0.0
4060,Daniel Cormier,DC,22,3,0,1,"5'11""",235lbs,72,Orthodox,"Mar20,1979",4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4
4074,Akira Corassani,,12,6,0,1,"5'8""",145lbs,68,Orthodox,"Aug27,1982",3.25,0.45,4.91,0.5,0.7000000000000001,0.28,0.86,0.0
4088,Michael Cora,Kookie Monster,4,1,0,0,"6'1""",170lbs,77,Southpaw,"Aug24,1989",0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0
4102,Josh Copeland,Cuddly Bear,12,4,0,0,"6'1""",265lbs,0,Orthodox,"Oct20,1982",1.03,0.31,3.01,0.55,0.0,0.0,0.5700000000000001,0.0
4116,Chris Cope,C-Murder,8,4,0,0,"6'0""",170lbs,72,Orthodox,"Mar05,1983",3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0
4130,Kit Cope,Havoc,6,7,0,0,"6'0""",170lbs,0,Orthodox,"Mar17,1977",1.18,0.52,2.12,0.35000000000000003,0.0,0.0,0.5,3.5
4144,Bobby Cooper,Super Duper,12,7,0,0,"6'1""",155lbs,0,,--,2.87,0.25,3.4,0.59,0.0,0.0,0.4,1.0
4158,Amanda Cooper,ABC,3,5,0,0,"5'3""",115lbs,64,Switch,"Oct22,1991",3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8
4172,Bill Cooper,,2,1,0,0,--,155lbs,0,,"May05,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4186,Brett Cooper,,23,12,0,0,"6'0""",170lbs,0,Orthodox,"Jul02,1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,Dewey Cooper,The Black Cobra,2,1,0,0,--,205lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,TJ Cook,,13,5,0,0,--,205lbs,0,,"Sep08,1982",2.3,0.47000000000000003,3.18,0.54,1.01,0.5,0.0,0.0
4228,Chad Cook,,10,12,0,0,"6'2""",205lbs,0,,"Nov07,1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,Mike Cook,,13,13,0,0,"6'1""",205lbs,0,Orthodox,--,1.72,0.49,2.4,0.46,1.03,0.33,0.55,2.1
4256,Bob Cook,Crazy,5,0,0,0,"5'9""",170lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,Jonathan Contrestano,JT,6,0,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4284,Tristan Connelly,Boondock,14,8,0,0,"5'10""",145lbs,68,Orthodox,"Dec12,1985",3.31,0.51,2.96,0.5,0.33,0.14,0.6000000000000001,0.30000000000000004
4298,Montserrat Conejo,,10,2,0,0,"5'0""",115lbs,61,Southpaw,"Feb03,1993",1.16,0.37,2.44,0.51,3.85,0.8,0.0,1.9
4312,Chris Condo,,0,1,0,0,"6'0""",335lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4326,Carlos Condit,The Natural Born Killer,32,14,0,0,"6'2""",170lbs,75,Orthodox,"Apr26,1984",3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0
4340,Jamie Colleen,,4,1,0,0,"5'3""",115lbs,65,Orthodox,"Nov02,1985",3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6
4354,Wes Combs,The Soldier,20,6,0,0,"6'2""",205lbs,0,Orthodox,"Jun18,1973",2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0
4368,Christian Colombo,,8,3,1,0,"6'5""",265lbs,0,Orthodox,"Jul01,1980",2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0
4382,Jake Collier,The Prototype,13,7,0,0,"6'3""",230lbs,78,Orthodox,"Oct25,1988",5.67,0.43,4.65,0.51,0.81,0.33,0.67,0.4
4396,Clay Collard,Cassius,14,7,0,1,"5'11""",145lbs,73,Orthodox,"Mar10,1993",4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5
4410,Cortez Coleman,Hollywood,13,8,0,0,"6'1""",185lbs,0,,"Jan28,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4424,Ivan Cole,JP,2,3,0,0,"5'9""",135lbs,0,,"Nov30,1990",2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0
4438,Wayne Cole,,16,25,0,0,"6'1""",205lbs,0,Orthodox,--,0.5700000000000001,0.2,8.33,0.27,4.31,0.25,0.0,4.3
4452,Coltin Cole,,4,5,0,0,--,185lbs,0,,"Apr24,1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4466,Devin Cole,,20,10,1,0,"6'4""",240lbs,0,Orthodox,"Oct01,1976",3.5,0.55,2.14,0.48,2.18,0.42,0.66,0.0
4480,Mark Coleman,The Hammer,16,10,0,0,"6'1""",205lbs,75,Orthodox,"Dec20,1964",1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
4494,Chris Coggins,,7,10,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4508,John Cofer,The Potter,8,4,0,0,"5'9""",155lbs,0,Southpaw,"Apr29,1984",2.73,0.41000000000000003,3.43,0.62,1.22,0.5,0.64,0.0
4522,Marc Cofer,,7,5,0,0,--,185lbs,0,,"Mar03,1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4536,Dakota Cochrane,,29,12,0,0,"5'8""",155lbs,0,,"May01,1986",2.66,0.75,2.66,0.30000000000000004,4.43,0.33,0.0,0.0
4550,Dave Cochran,,26,29,1,0,"5'6""",155lbs,0,,"May10,1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4564,Marloes Coenen,,23,8,0,0,"5'9""",145lbs,67,,"Mar31,1981",2.15,0.51,1.9,0.67,0.8200000000000001,0.30000000000000004,0.41000000000000003,2.5
4578,Darryl Cobb,,6,8,0,0,"5'9""",185lbs,0,,"Aug04,1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4592,Brian Cobb,,20,9,0,0,"5'11""",155lbs,0,Orthodox,--,0.0,0.0,3.68,0.55,5.8100000000000005,0.5,0.0,0.0
4606,Josh Clopton,The Gentleman,6,2,1,0,"5'6""",145lbs,0,Orthodox,"Jul11,1981",1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0
4620,RJ Clifford,,4,3,0,0,--,160lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,Chris Clements,The Menace,12,6,0,1,"5'10""",170lbs,70,Orthodox,"Feb09,1976",3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.30000000000000004
4648,Rich Clementi,No Love,45,23,1,0,"5'9""",155lbs,72,Southpaw,"Mar31,1976",1.43,0.37,2.29,0.6000000000000001,1.72,0.42,0.25,1.1
4662,Mitch Clarke,Danger Zone,11,5,0,0,"5'10""",155lbs,73,Orthodox,"Nov24,1985",2.35,0.34,3.27,0.47000000000000003,0.64,0.15,0.5,0.4
4676,John Clarke,,1,1,0,0,--,170lbs,0,,"Aug15,1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
